id_lead,fecha_contacto   ,canal_origen,estado_lead,tiempo_respuesta,num_interacciones,especialidad,precio,dias_consulta,precio_final
622,25.09.2025 06:43:14,Facebook,Informacion,22,6,Psicologia clinica,35,3,105
623,25.09.2025 06:23:07,WhatsApp,Cita agendada,40,13,Psicoeducacion,30,3,90
624,24.09.2025 20:36:35,Web,Informacion,99,17,Psicopedagogia,80,1,80
625,24.09.2025 19:45:29,Web,Informacion,30,26,Psicoeducacion,30,2,60
626,24.09.2025 18:41:11,Facebook,Informacion,82,14,Psicoeducacion,30,1,30
627,24.09.2025 17:47:54,WhatsApp,Cita agendada,37,10,Neuropsicologia,60,5,300
628,24.09.2025 16:37:48,Web,Informacion,44,4,Psicologia clinica,35,4,140
629,24.09.2025 15:51:54,WhatsApp,Cita agendada,35,10,Psicoeducacion,30,1,30
630,24.09.2025 15:16:40,Facebook,Informacion,34,20,Psicopedagogia,80,1,80
631,24.09.2025 15:00:38,Facebook,Informacion,41,6,Psicoeducacion,30,5,150
632,24.09.2025 14:56:57,Web,Informacion,74,10,Psicoeducacion,30,1,30
633,24.09.2025 14:42:27,WhatsApp,Cita agendada,43,10,Psicologia clinica,35,1,35
634,24.09.2025 13:31:34,WhatsApp,Cita agendada,68,10,Psicoeducacion,30,5,150
635,24.09.2025 11:50:49,WhatsApp,Informacion,92,23,Neuropsicologia,60,2,120
636,24.09.2025 09:45:46,WhatsApp,Cita agendada,75,9,Psicologia clinica,35,4,140
637,24.09.2025 08:09:47,WhatsApp,Cita agendada,6,3,Psicologia clinica,35,2,70
638,24.09.2025 07:33:54,Instagram,Informacion,99,23,Psicopedagogia,80,5,400
639,23.09.2025 22:11:52,WhatsApp,Informacion,51,20,Psicopedagogia,80,2,160
640,23.09.2025 21:31:23,Web,Informacion,84,29,Psicologia clinica,35,5,175
641,23.09.2025 21:12:38,Web,Informacion,100,24,Psicoeducacion,30,1,30
642,23.09.2025 20:43:40,WhatsApp,Cita agendada,39,18,Neuropsicologia,60,1,60
643,23.09.2025 19:54:17,Facebook,Informacion,24,17,Psicologia clinica,35,3,105
644,23.09.2025 19:21:12,WhatsApp,Cita agendada,70,13,Neuropsicologia,60,2,120
645,23.09.2025 18:44:19,Instagram,Informacion,95,11,Psicoeducacion,30,5,150
646,23.09.2025 18:43:50,WhatsApp,Cita agendada,26,4,Psicoeducacion,30,2,60
647,23.09.2025 16:47:00,WhatsApp,Cita agendada,5,19,Psicoeducacion,30,2,60
648,23.09.2025 16:05:09,WhatsApp,Cita agendada,85,7,Neuropsicologia,60,3,180
649,23.09.2025 15:40:30,WhatsApp,Cita agendada,37,29,Psicoeducacion,30,4,120
650,23.09.2025 15:35:04,WhatsApp,Cita agendada,49,21,Psicoeducacion,30,4,120
651,23.09.2025 15:29:15,Web,Informacion,33,5,Psicoeducacion,30,2,60
652,23.09.2025 15:14:15,WhatsApp,Cita agendada,13,3,Psicoeducacion,30,1,30
653,23.09.2025 14:58:33,WhatsApp,Cita agendada,14,17,Psicologia clinica,35,1,35
654,23.09.2025 14:46:19,WhatsApp,Cita agendada,71,29,Psicoeducacion,30,5,150
655,23.09.2025 12:46:39,WhatsApp,Informacion,40,12,Psicopedagogia,80,1,80
656,23.09.2025 11:59:52,WhatsApp,Cita agendada,26,13,Neuropsicologia,60,1,60
657,23.09.2025 11:32:37,WhatsApp,Cita agendada,18,28,Psicoeducacion,30,2,60
658,23.09.2025 11:10:05,WhatsApp,Cita agendada,36,15,Psicologia clinica,35,5,175
659,23.09.2025 10:28:12,WhatsApp,Cita agendada,14,17,Psicologia clinica,35,2,70
660,23.09.2025 10:01:51,WhatsApp,Cita agendada,58,20,Psicologia clinica,35,5,175
661,23.09.2025 09:43:55,Facebook,Informacion,91,28,Psicoeducacion,30,5,150
662,23.09.2025 09:14:14,WhatsApp,Informacion,77,10,Psicopedagogia,80,5,400
663,23.09.2025 09:06:21,WhatsApp,Cita agendada,82,18,Psicoeducacion,30,3,90
664,23.09.2025 08:09:32,WhatsApp,Cita agendada,81,23,Psicologia clinica,35,4,140
665,23.09.2025 07:17:31,WhatsApp,Cita agendada,5,27,Neuropsicologia,60,2,120
666,23.09.2025 00:15:07,WhatsApp,Informacion,100,21,Psicopedagogia,80,5,400
667,22.09.2025 23:36:57,WhatsApp,Cita agendada,77,29,Psicologia clinica,35,5,175
668,22.09.2025 21:27:15,WhatsApp,Cita agendada,49,23,Psicoeducacion,30,4,120
669,22.09.2025 20:54:47,Facebook,Informacion,34,7,Psicoeducacion,30,5,150
670,22.09.2025 20:44:56,Facebook,Informacion,30,20,Psicologia clinica,35,1,35
671,22.09.2025 20:00:26,Facebook,Informacion,57,16,Psicologia clinica,35,5,175
672,22.09.2025 19:54:30,Web,Informacion,44,3,Psicopedagogia,80,5,400
673,22.09.2025 19:46:02,WhatsApp,Cita agendada,54,18,Neuropsicologia,60,5,300
674,22.09.2025 19:42:25,WhatsApp,Cita agendada,68,18,Neuropsicologia,60,4,240
675,22.09.2025 19:27:53,Web,Informacion,71,1,Neuropsicologia,60,2,120
676,22.09.2025 19:09:14,WhatsApp,Cita agendada,11,30,Psicoeducacion,30,5,150
677,22.09.2025 19:00:57,WhatsApp,Cita agendada,55,9,Psicoeducacion,30,4,120
678,22.09.2025 18:01:32,WhatsApp,Informacion,69,29,Psicopedagogia,80,4,320
679,22.09.2025 17:41:11,Instagram,Informacion,33,2,Psicoeducacion,30,3,90
680,22.09.2025 17:16:07,Web,Informacion,8,25,Neuropsicologia,60,5,300
681,22.09.2025 17:06:54,Instagram,Informacion,58,12,Psicoeducacion,30,4,120
682,22.09.2025 17:02:35,Web,Informacion,89,15,Psicologia clinica,35,3,105
683,22.09.2025 16:52:02,WhatsApp,Cita agendada,14,10,Psicoeducacion,30,2,60
684,22.09.2025 16:29:19,WhatsApp,Cita agendada,20,16,Psicologia clinica,35,4,140
685,22.09.2025 16:27:22,Facebook,Informacion,6,7,Neuropsicologia,60,5,300
686,22.09.2025 16:26:33,Facebook,Informacion,61,10,Psicoeducacion,30,2,60
687,22.09.2025 15:27:40,WhatsApp,Cita agendada,68,30,Psicologia clinica,35,1,35
688,22.09.2025 15:17:53,WhatsApp,Cita agendada,50,11,Psicoeducacion,30,2,60
689,22.09.2025 15:14:53,WhatsApp,Cita agendada,32,25,Psicoeducacion,30,5,150
690,22.09.2025 14:10:27,WhatsApp,Informacion,86,26,Psicopedagogia,80,3,240
691,22.09.2025 13:53:05,WhatsApp,Cita agendada,37,15,Psicoterapia,40,4,160
692,22.09.2025 13:45:04,WhatsApp,Informacion,91,26,Psicoeducacion,30,3,90
693,22.09.2025 13:03:49,WhatsApp,Cita agendada,66,25,Psicoeducacion,30,5,150
694,22.09.2025 12:15:15,Instagram,Informacion,15,12,Psicoeducacion,30,5,150
695,22.09.2025 11:42:10,WhatsApp,Cita agendada,17,19,Neuropsicologia,60,5,300
696,22.09.2025 11:35:52,WhatsApp,Informacion,55,2,Neuropsicologia,60,1,60
697,22.09.2025 10:43:55,WhatsApp,Cita agendada,69,17,Psicoeducacion,30,1,30
698,22.09.2025 10:26:43,WhatsApp,Cita agendada,11,19,Psicoeducacion,30,1,30
699,22.09.2025 10:22:36,WhatsApp,Informacion,36,1,Psicoeducacion,30,5,150
700,22.09.2025 09:58:48,WhatsApp,Cita agendada,13,13,Psicoeducacion,30,3,90
701,22.09.2025 08:42:31,WhatsApp,Cita agendada,41,9,Psicoeducacion,30,4,120
702,22.09.2025 08:13:46,Facebook,Informacion,20,27,Psicologia clinica,35,2,70
703,22.09.2025 08:01:26,Web,Informacion,84,16,Psicologia clinica,35,3,105
704,22.09.2025 07:20:35,WhatsApp,Cita agendada,48,23,Neuropsicologia,60,2,120
705,22.09.2025 06:42:34,WhatsApp,Cita agendada,40,4,Psicoeducacion,30,3,90
706,22.09.2025 06:03:45,WhatsApp,Cita agendada,10,21,Psicologia clinica,35,4,140
707,22.09.2025 03:09:51,WhatsApp,Cita agendada,27,22,Psicoeducacion,30,3,90
708,22.09.2025 02:15:52,WhatsApp,Cita agendada,23,4,Psicologia clinica,35,4,140
709,22.09.2025 01:59:56,Web,Informacion,42,2,Neuropsicologia,60,3,180
710,22.09.2025 01:54:47,WhatsApp,Cita agendada,78,26,Psicoeducacion,30,5,150
711,21.09.2025 20:27:55,Web,Informacion,74,11,Psicopedagogia,80,2,160
712,21.09.2025 18:30:34,WhatsApp,Cita agendada,30,26,Psicoeducacion,30,5,150
713,21.09.2025 17:13:17,Facebook,Informacion,48,23,Psicopedagogia,80,1,80
714,21.09.2025 15:39:10,WhatsApp,Cita agendada,47,8,Psicologia clinica,35,5,175
715,21.09.2025 14:28:26,WhatsApp,Cita agendada,72,9,Psicologia clinica,35,3,105
716,21.09.2025 14:15:40,WhatsApp,Cita agendada,80,9,Psicologia clinica,35,3,105
717,21.09.2025 12:21:28,WhatsApp,Cita agendada,15,18,Neuropsicologia,60,5,300
718,21.09.2025 11:00:05,WhatsApp,Cita agendada,32,9,Psicoeducacion,30,2,60
719,21.09.2025 09:54:42,Web,Informacion,26,19,Psicologia clinica,35,2,70
720,21.09.2025 09:48:44,WhatsApp,Cita agendada,26,28,Psicoeducacion,30,5,150
721,21.09.2025 09:32:39,WhatsApp,Cita agendada,23,20,Psicoeducacion,30,4,120
722,21.09.2025 06:43:56,Instagram,Informacion,26,12,Psicopedagogia,80,2,160
723,21.09.2025 06:20:07,Web,Informacion,82,18,Psicologia clinica,35,1,35
724,20.09.2025 21:18:36,WhatsApp,Cita agendada,86,30,Psicoeducacion,30,5,150
725,20.09.2025 17:40:52,WhatsApp,Cita agendada,56,3,Neuropsicologia,60,2,120
726,20.09.2025 17:35:56,WhatsApp,Informacion,91,9,Psicoeducacion,30,3,90
727,20.09.2025 16:29:14,Facebook,Informacion,96,13,Psicoeducacion,30,3,90
728,20.09.2025 15:58:59,Facebook,Informacion,80,2,Psicologia clinica,35,5,175
729,20.09.2025 15:39:16,Web,Informacion,17,22,Psicoeducacion,30,2,60
730,20.09.2025 14:50:55,WhatsApp,Cita agendada,36,8,Psicologia clinica,35,4,140
731,20.09.2025 14:13:09,WhatsApp,Informacion,99,24,Psicoeducacion,30,4,120
732,20.09.2025 13:23:38,Facebook,Informacion,82,18,Neuropsicologia,60,1,60
733,20.09.2025 13:05:02,WhatsApp,Cita agendada,13,24,Psicologia clinica,35,4,140
734,20.09.2025 12:12:12,WhatsApp,Informacion,98,12,Psicoeducacion,30,4,120
735,20.09.2025 12:04:46,WhatsApp,Informacion,58,16,Psicopedagogia,80,2,160
736,20.09.2025 11:52:02,WhatsApp,Cita agendada,10,16,Psicoeducacion,30,3,90
737,20.09.2025 11:40:23,Web,Informacion,19,16,Psicologia clinica,35,4,140
738,20.09.2025 11:28:36,Facebook,Informacion,28,19,Psicoeducacion,30,3,90
739,20.09.2025 09:43:07,Facebook,Informacion,81,15,Psicoeducacion,30,2,60
740,20.09.2025 09:37:11,WhatsApp,Cita agendada,42,22,Psicoeducacion,30,1,30
741,20.09.2025 08:55:51,WhatsApp,Informacion,97,13,Psicoeducacion,30,4,120
742,19.09.2025 20:42:52,WhatsApp,Cita agendada,34,22,Neuropsicologia,60,1,60
743,19.09.2025 19:55:01,Web,Informacion,74,26,Psicoeducacion,30,4,120
744,19.09.2025 18:25:20,WhatsApp,Cita agendada,26,26,Psicoeducacion,30,1,30
745,19.09.2025 18:22:57,Facebook,Informacion,38,2,Psicopedagogia,80,2,160
746,19.09.2025 18:00:12,WhatsApp,Cita agendada,31,29,Psicologia clinica,35,2,70
747,19.09.2025 17:52:19,WhatsApp,Cita agendada,90,18,Neuropsicologia,60,2,120
748,19.09.2025 17:14:35,WhatsApp,Cita agendada,31,3,Psicologia clinica,35,2,70
749,19.09.2025 16:23:05,WhatsApp,Cita agendada,44,20,Psicoeducacion,30,2,60
750,19.09.2025 16:02:56,WhatsApp,Cita agendada,29,10,Neuropsicologia,60,3,180
751,19.09.2025 15:53:36,Web,Informacion,15,27,Psicoeducacion,30,2,60
752,19.09.2025 13:50:06,WhatsApp,Cita agendada,38,7,Neuropsicologia,60,4,240
753,19.09.2025 13:34:48,WhatsApp,Cita agendada,59,21,Psicoeducacion,30,3,90
754,19.09.2025 12:30:01,WhatsApp,Cita agendada,76,16,Psicologia clinica,35,4,140
755,19.09.2025 11:37:47,WhatsApp,Cita agendada,37,28,Neuropsicologia,60,3,180
756,19.09.2025 08:32:11,WhatsApp,Cita agendada,36,17,Psicoeducacion,30,5,150
757,19.09.2025 08:20:05,WhatsApp,Cita agendada,9,26,Psicoeducacion,30,3,90
758,18.09.2025 22:10:50,WhatsApp,Cita agendada,33,3,Psicologia clinica,35,3,105
759,18.09.2025 21:26:14,WhatsApp,Cita agendada,15,29,Psicoeducacion,30,1,30
760,18.09.2025 18:45:00,WhatsApp,Cita agendada,64,30,Psicoeducacion,30,4,120
761,18.09.2025 17:36:07,WhatsApp,Cita agendada,86,15,Psicoeducacion,30,1,30
762,18.09.2025 17:23:33,Facebook,Informacion,95,16,Psicoeducacion,30,5,150
763,18.09.2025 16:25:11,WhatsApp,Cita agendada,17,14,Psicoeducacion,30,5,150
764,18.09.2025 16:05:19,WhatsApp,Informacion,100,19,Psicologia clinica,35,4,140
765,18.09.2025 15:05:30,WhatsApp,Informacion,47,15,Psicopedagogia,80,5,400
766,18.09.2025 14:38:14,WhatsApp,Cita agendada,53,10,Psicologia clinica,35,5,175
767,18.09.2025 14:08:33,WhatsApp,Informacion,37,1,Psicoeducacion,30,2,60
768,18.09.2025 12:59:30,WhatsApp,Cita agendada,39,23,Psicoeducacion,30,1,30
769,18.09.2025 10:58:32,WhatsApp,Cita agendada,37,6,Psicoeducacion,30,3,90
770,18.09.2025 09:51:41,WhatsApp,Cita agendada,75,26,Psicologia clinica,35,4,140
771,18.09.2025 07:44:27,WhatsApp,Cita agendada,26,28,Psicoeducacion,30,2,60
772,18.09.2025 07:04:39,Web,Informacion,24,13,Psicoeducacion,30,2,60
773,18.09.2025 05:02:31,WhatsApp,Cita agendada,39,24,Psicoeducacion,30,2,60
774,17.09.2025 22:12:51,WhatsApp,Cita agendada,46,19,Psicoeducacion,30,1,30
775,17.09.2025 19:47:42,WhatsApp,Cita agendada,21,19,Psicoeducacion,30,4,120
776,17.09.2025 19:38:45,WhatsApp,Cita agendada,79,27,Psicoeducacion,30,3,90
777,17.09.2025 19:06:37,Web,Informacion,41,14,Neuropsicologia,60,1,60
778,17.09.2025 18:44:06,WhatsApp,Cita agendada,35,18,Psicologia clinica,35,4,140
779,17.09.2025 18:14:19,Facebook,Informacion,93,6,Neuropsicologia,60,1,60
780,17.09.2025 17:58:47,WhatsApp,Informacion,96,16,Psicologia clinica,35,1,35
781,17.09.2025 16:40:25,WhatsApp,Cita agendada,60,13,Neuropsicologia,60,2,120
782,17.09.2025 16:30:40,WhatsApp,Cita agendada,6,18,Psicologia clinica,35,3,105
783,17.09.2025 16:19:48,WhatsApp,Cita agendada,82,17,Psicologia clinica,35,2,70
784,17.09.2025 13:44:57,WhatsApp,Cita agendada,23,18,Neuropsicologia,60,4,240
785,17.09.2025 12:56:14,Facebook,Informacion,78,15,Psicoeducacion,30,3,90
786,17.09.2025 12:42:35,WhatsApp,Cita agendada,54,11,Psicoeducacion,30,2,60
787,17.09.2025 12:04:36,Facebook,Informacion,40,20,Psicoeducacion,30,1,30
788,17.09.2025 11:53:42,WhatsApp,Cita agendada,19,20,Psicoeducacion,30,3,90
789,17.09.2025 11:32:15,WhatsApp,Cita agendada,34,11,Psicoeducacion,30,5,150
790,17.09.2025 10:51:47,WhatsApp,Cita agendada,9,8,Neuropsicologia,60,5,300
791,17.09.2025 09:55:14,Web,Informacion,96,11,Neuropsicologia,60,2,120
792,17.09.2025 08:51:18,WhatsApp,Cita agendada,62,16,Psicologia clinica,35,5,175
793,17.09.2025 08:45:24,Web,Informacion,35,17,Psicoeducacion,30,4,120
794,17.09.2025 08:28:02,WhatsApp,Cita agendada,7,5,Psicoeducacion,30,3,90
795,17.09.2025 08:06:14,WhatsApp,Cita agendada,37,29,Neuropsicologia,60,3,180
796,17.09.2025 07:57:54,WhatsApp,Cita agendada,81,11,Psicoeducacion,30,1,30
797,17.09.2025 07:20:20,WhatsApp,Cita agendada,35,21,Neuropsicologia,60,5,300
798,17.09.2025 06:24:44,Web,Informacion,5,13,Psicoeducacion,30,1,30
799,16.09.2025 22:54:26,WhatsApp,Cita agendada,32,4,Psicoeducacion,30,5,150
800,16.09.2025 22:41:01,WhatsApp,Cita agendada,8,11,Psicoeducacion,30,3,90
801,16.09.2025 19:22:25,Web,Informacion,62,10,Neuropsicologia,60,4,240
802,16.09.2025 19:09:08,WhatsApp,Informacion,91,18,Psicoeducacion,30,2,60
803,16.09.2025 18:51:04,WhatsApp,Cita agendada,76,11,Neuropsicologia,60,2,120
804,16.09.2025 17:09:41,WhatsApp,Cita agendada,6,23,Neuropsicologia,60,1,60
805,16.09.2025 17:09:18,Web,Informacion,88,20,Psicoeducacion,30,4,120
806,16.09.2025 16:01:52,WhatsApp,Cita agendada,32,15,Psicologia clinica,35,3,105
807,16.09.2025 15:14:01,WhatsApp,Cita agendada,16,30,Neuropsicologia,60,3,180
808,16.09.2025 14:25:06,WhatsApp,Informacion,70,1,Psicologia clinica,35,5,175
809,16.09.2025 14:19:52,WhatsApp,Cita agendada,83,6,Psicoeducacion,30,2,60
810,16.09.2025 13:13:55,Web,Informacion,13,14,Psicologia clinica,35,1,35
811,16.09.2025 13:03:30,Facebook,Informacion,78,12,Psicopedagogia,80,4,320
812,16.09.2025 12:54:51,Web,Informacion,34,2,Psicoeducacion,30,1,30
813,16.09.2025 12:28:37,WhatsApp,Cita agendada,55,28,Neuropsicologia,60,5,300
814,16.09.2025 11:28:02,WhatsApp,Cita agendada,42,30,Psicologia clinica,35,2,70
815,16.09.2025 11:18:20,WhatsApp,Cita agendada,70,26,Psicoeducacion,30,1,30
816,16.09.2025 11:01:03,Web,Informacion,31,27,Psicoeducacion,30,4,120
817,16.09.2025 10:33:48,WhatsApp,Cita agendada,50,10,Neuropsicologia,60,2,120
818,16.09.2025 09:52:59,WhatsApp,Informacion,91,5,Psicoeducacion,30,3,90
819,16.09.2025 09:33:50,WhatsApp,Informacion,61,1,Psicoeducacion,30,4,120
820,16.09.2025 09:32:10,Instagram,Informacion,69,18,Neuropsicologia,60,4,240
821,16.09.2025 09:02:01,WhatsApp,Informacion,71,1,Psicoeducacion,30,5,150
822,16.09.2025 08:31:22,WhatsApp,Informacion,63,7,Psicopedagogia,80,1,80
823,16.09.2025 06:40:17,WhatsApp,Cita agendada,58,25,Psicoeducacion,30,3,90
824,16.09.2025 06:27:33,WhatsApp,Cita agendada,18,3,Psicoeducacion,30,2,60
825,16.09.2025 06:16:59,WhatsApp,Cita agendada,28,27,Neuropsicologia,60,3,180
826,15.09.2025 23:42:56,Web,Informacion,16,21,Psicoeducacion,30,3,90
827,15.09.2025 21:52:41,WhatsApp,Cita agendada,18,13,Neuropsicologia,60,4,240
828,15.09.2025 20:46:56,WhatsApp,Cita agendada,63,14,Psicoeducacion,30,4,120
829,15.09.2025 20:38:52,Web,Informacion,64,12,Psicoeducacion,30,2,60
830,15.09.2025 20:30:16,WhatsApp,Cita agendada,34,16,Psicoeducacion,30,1,30
831,15.09.2025 18:46:24,Web,Informacion,5,14,Neuropsicologia,60,2,120
832,15.09.2025 16:07:56,WhatsApp,Cita agendada,82,5,Psicoeducacion,30,2,60
833,15.09.2025 15:26:39,WhatsApp,Cita agendada,17,11,Psicoeducacion,30,2,60
834,15.09.2025 14:05:31,WhatsApp,Cita agendada,72,3,Psicoeducacion,30,2,60
835,15.09.2025 13:20:23,WhatsApp,Cita agendada,67,20,Psicoeducacion,30,5,150
836,15.09.2025 13:04:59,WhatsApp,Cita agendada,28,17,Neuropsicologia,60,1,60
837,15.09.2025 12:53:12,WhatsApp,Cita agendada,87,29,Psicoeducacion,30,2,60
838,15.09.2025 12:40:19,WhatsApp,Cita agendada,60,29,Psicoeducacion,30,3,90
839,15.09.2025 12:01:43,Facebook,Informacion,83,14,Psicoeducacion,30,4,120
840,15.09.2025 10:26:22,WhatsApp,Cita agendada,29,16,Psicologia clinica,35,4,140
841,15.09.2025 10:14:23,Facebook,Informacion,10,4,Psicoeducacion,30,4,120
842,15.09.2025 10:08:49,WhatsApp,Cita agendada,39,19,Psicologia clinica,35,1,35
843,15.09.2025 09:42:17,WhatsApp,Cita agendada,13,11,Psicologia clinica,35,5,175
844,15.09.2025 08:52:18,WhatsApp,Cita agendada,69,8,Psicoeducacion,30,3,90
845,15.09.2025 08:09:24,Web,Informacion,54,25,Psicoeducacion,30,2,60
846,15.09.2025 07:22:50,WhatsApp,Cita agendada,81,22,Neuropsicologia,60,3,180
847,14.09.2025 20:22:20,WhatsApp,Cita agendada,9,10,Neuropsicologia,60,1,60
848,14.09.2025 18:54:18,WhatsApp,Informacion,95,28,Psicoeducacion,30,4,120
849,14.09.2025 10:14:10,Web,Informacion,41,24,Psicoeducacion,30,5,150
850,13.09.2025 21:46:26,WhatsApp,Cita agendada,5,24,Psicoeducacion,30,3,90
851,13.09.2025 19:05:48,WhatsApp,Informacion,77,1,Psicoeducacion,30,1,30
852,13.09.2025 18:19:02,Facebook,Informacion,63,16,Neuropsicologia,60,2,120
853,13.09.2025 15:07:59,WhatsApp,Cita agendada,74,26,Psicoeducacion,30,4,120
854,13.09.2025 15:03:40,WhatsApp,Informacion,72,2,Neuropsicologia,60,4,240
855,13.09.2025 14:51:00,WhatsApp,Cita agendada,90,10,Psicoeducacion,30,1,30
856,13.09.2025 13:53:29,WhatsApp,Cita agendada,61,25,Psicologia clinica,35,5,175
857,13.09.2025 12:33:08,WhatsApp,Cita agendada,35,19,Neuropsicologia,60,3,180
858,13.09.2025 12:32:56,WhatsApp,Cita agendada,23,6,Psicoeducacion,30,2,60
859,13.09.2025 11:48:45,WhatsApp,Cita agendada,49,10,Psicoeducacion,30,3,90
860,13.09.2025 10:26:17,WhatsApp,Cita agendada,61,11,Psicologia clinica,35,2,70
861,13.09.2025 09:53:23,WhatsApp,Cita agendada,74,28,Psicoeducacion,30,5,150
862,13.09.2025 06:18:54,WhatsApp,Cita agendada,52,27,Psicoeducacion,30,3,90
863,12.09.2025 17:19:18,WhatsApp,Cita agendada,61,10,Psicoeducacion,30,4,120
864,12.09.2025 15:25:44,WhatsApp,Cita agendada,57,18,Psicoeducacion,30,5,150
865,12.09.2025 14:06:33,WhatsApp,Cita agendada,59,28,Psicologia clinica,35,4,140
866,12.09.2025 13:33:29,WhatsApp,Cita agendada,71,24,Psicoeducacion,30,4,120
867,12.09.2025 12:30:03,Web,Informacion,30,4,Psicopedagogia,80,5,400
868,12.09.2025 12:22:32,WhatsApp,Cita agendada,72,17,Psicoeducacion,30,2,60
869,12.09.2025 11:46:55,WhatsApp,Cita agendada,80,14,Psicoeducacion,30,1,30
870,12.09.2025 11:15:42,Web,Informacion,99,13,Psicologia clinica,35,2,70
871,12.09.2025 11:05:39,WhatsApp,Cita agendada,38,14,Psicoeducacion,30,3,90
872,12.09.2025 10:58:11,WhatsApp,Cita agendada,65,22,Psicologia clinica,35,5,175
873,12.09.2025 10:17:09,WhatsApp,Informacion,72,1,Psicologia clinica,35,3,105
874,12.09.2025 10:04:20,WhatsApp,Cita agendada,34,22,Psicoeducacion,30,1,30
875,12.09.2025 09:27:24,Web,Informacion,62,8,Psicoeducacion,30,4,120
876,11.09.2025 19:20:52,WhatsApp,Cita agendada,55,8,Psicologia clinica,35,4,140
877,11.09.2025 19:18:48,Web,Informacion,5,28,Psicoeducacion,30,3,90
878,11.09.2025 19:02:34,WhatsApp,Cita agendada,80,18,Neuropsicologia,60,2,120
879,11.09.2025 17:41:05,WhatsApp,Cita agendada,10,11,Psicoeducacion,30,1,30
880,11.09.2025 16:31:13,WhatsApp,Informacion,98,4,Psicologia clinica,35,1,35
881,11.09.2025 15:46:07,WhatsApp,Cita agendada,13,24,Psicoeducacion,30,4,120
882,11.09.2025 14:12:00,Instagram,Informacion,38,7,Psicoeducacion,30,4,120
883,11.09.2025 13:52:09,WhatsApp,Cita agendada,67,21,Psicologia clinica,35,1,35
884,11.09.2025 13:13:41,Facebook,Informacion,99,15,Psicoeducacion,30,4,120
885,11.09.2025 12:28:52,Facebook,Informacion,95,14,Psicoeducacion,30,5,150
886,11.09.2025 12:08:24,WhatsApp,Informacion,41,1,Psicoeducacion,30,1,30
887,11.09.2025 12:07:34,WhatsApp,Cita agendada,75,14,Neuropsicologia,60,5,300
888,11.09.2025 11:37:52,WhatsApp,Cita agendada,21,5,Psicoeducacion,30,3,90
889,11.09.2025 10:50:26,WhatsApp,Cita agendada,65,17,Psicologia clinica,35,1,35
890,11.09.2025 10:33:11,WhatsApp,Cita agendada,5,27,Psicologia clinica,35,4,140
891,11.09.2025 09:43:23,WhatsApp,Cita agendada,34,27,Psicoeducacion,30,3,90
892,11.09.2025 09:30:04,WhatsApp,Cita agendada,52,6,Neuropsicologia,60,1,60
893,11.09.2025 08:50:02,WhatsApp,Informacion,88,18,Psicopedagogia,80,4,320
894,11.09.2025 08:34:18,WhatsApp,Informacion,92,20,Psicoeducacion,30,4,120
895,10.09.2025 19:19:09,WhatsApp,Cita agendada,83,13,Psicoeducacion,30,1,30
896,10.09.2025 16:54:48,Facebook,Informacion,36,9,Psicoeducacion,30,2,60
897,10.09.2025 15:55:17,WhatsApp,Informacion,99,6,Psicopedagogia,80,1,80
898,10.09.2025 14:52:39,WhatsApp,Cita agendada,62,11,Psicologia clinica,35,2,70
899,10.09.2025 11:48:58,Web,Informacion,81,19,Psicoeducacion,30,3,90
900,10.09.2025 11:46:51,WhatsApp,Informacion,77,8,Psicopedagogia,80,1,80
901,10.09.2025 07:51:53,WhatsApp,Cita agendada,66,14,Psicologia clinica,35,2,70
902,09.09.2025 21:59:41,WhatsApp,Cita agendada,74,20,Psicoeducacion,30,1,30
903,09.09.2025 18:46:14,WhatsApp,Cita agendada,64,21,Psicoeducacion,30,3,90
904,09.09.2025 17:29:39,WhatsApp,Cita agendada,22,29,Psicoeducacion,30,1,30
905,09.09.2025 16:52:49,WhatsApp,Informacion,96,5,Psicoeducacion,30,2,60
906,09.09.2025 16:42:07,WhatsApp,Cita agendada,15,30,Psicoeducacion,30,1,30
907,09.09.2025 15:46:30,Web,Informacion,82,29,Psicopedagogia,80,3,240
908,09.09.2025 12:29:06,WhatsApp,Cita agendada,24,21,Neuropsicologia,60,3,180
909,09.09.2025 12:27:23,WhatsApp,Cita agendada,82,21,Psicologia clinica,35,4,140
910,09.09.2025 11:14:14,WhatsApp,Cita agendada,76,22,Psicoeducacion,30,4,120
911,09.09.2025 11:13:43,WhatsApp,Cita agendada,67,13,Psicoeducacion,30,3,90
912,09.09.2025 10:35:31,WhatsApp,Cita agendada,62,12,Neuropsicologia,60,4,240
913,09.09.2025 06:26:12,WhatsApp,Informacion,98,9,Psicoeducacion,30,5,150
914,08.09.2025 16:15:19,WhatsApp,Informacion,74,1,Neuropsicologia,60,2,120
915,08.09.2025 10:00:22,WhatsApp,Informacion,94,10,Neuropsicologia,60,4,240
916,08.09.2025 09:44:55,WhatsApp,Cita agendada,14,28,Psicoeducacion,30,5,150
917,08.09.2025 09:20:13,WhatsApp,Cita agendada,35,8,Psicoeducacion,30,5,150
918,08.09.2025 08:38:44,WhatsApp,Informacion,97,1,Psicologia clinica,35,4,140
919,07.09.2025 20:49:16,WhatsApp,Cita agendada,74,23,Psicologia clinica,35,2,70
920,07.09.2025 17:55:44,WhatsApp,Cita agendada,81,18,Psicologia clinica,35,4,140
921,07.09.2025 10:09:51,WhatsApp,Cita agendada,18,8,Psicoeducacion,30,4,120
